Date,City,Region,Category,SubCategory,Sales,Quantity,Profit
11/20/2016,Cincinnati,East,Office Supplies,Binders,2.628,2,-1.9272
11/20/2016,Cincinnati,East,Office Supplies,Binders,14.427,3,-10.5798
4/22/2016,Jefferson City,Central,Furniture,Furnishings,86.62,2,8.662
6/13/2015,Los Angeles,West,Office Supplies,Binders,36.624,3,13.734
11/20/2017,Burlington,South,Office Supplies,Art,23.968,7,2.6964
11/20/2017,Burlington,South,Office Supplies,Art,28.728,3,1.7955
3/20/2016,Saint Peters,Central,Furniture,Tables,697.16,4,146.4036
09-06-2016,New York City,East,Technology,Accessories,31.86,2,11.151
09-06-2016,New York City,East,Furniture,Bookcases,722.352,3,90.294
07-09-2017,Chicago,Central,Office Supplies,Art,8.84,5,2.9835
07-09-2017,Chicago,Central,Office Supplies,Appliances,58.464,9,-146.16
10-12-2017,Rockford,Central,Furniture,Chairs,254.604,14,-18.186
03-08-2016,Miami,South,Technology,Phones,1363.96,5,85.2475
03-08-2016,Miami,South,Furniture,Furnishings,102.36,3,-3.8385
5/27/2014,San Francisco,West,Technology,Phones,1113.504,12,125.2692
5/27/2014,San Francisco,West,Technology,Accessories,99.99,1,37.9962
07-03-2015,Philadelphia,East,Furniture,Furnishings,168.464,2,-29.4812
07-03-2015,Philadelphia,East,Office Supplies,Paper,6.72,2,2.436
07-03-2015,Philadelphia,East,Furniture,Furnishings,282.888,9,56.5776
04-04-2015,New York City,East,Office Supplies,Art,11.16,2,4.3524
04-04-2015,New York City,East,Furniture,Furnishings,108.4,2,22.764
04-04-2015,New York City,East,Office Supplies,Binders,82.344,3,27.7911
04-04-2015,New York City,East,Office Supplies,Binders,9.088,4,3.2944
12-10-2017,San Diego,West,Office Supplies,Binders,19.936,4,7.2268
12-10-2017,San Diego,West,Office Supplies,Binders,65.568,2,22.9488
11/24/2016,Philadelphia,East,Office Supplies,Fasteners,4.416,3,1.6008
3/23/2015,Houston,Central,Furniture,Chairs,107.772,2,-29.2524
4/16/2015,Toledo,East,Office Supplies,Appliances,45.216,3,4.5216
4/16/2015,Toledo,East,Office Supplies,Fasteners,10.416,7,-2.2134
4/16/2015,Toledo,East,Office Supplies,Art,7.872,3,1.2792
4/16/2015,Toledo,East,Technology,Phones,118.782,3,-27.7158
4/16/2015,Toledo,East,Office Supplies,Fasteners,1.448,1,0.2353
4/16/2015,Toledo,East,Office Supplies,Binders,55.47,5,-46.225
10-01-2016,San Francisco,West,Furniture,Chairs,194.848,4,12.178
9/28/2017,Brownsville,Central,Office Supplies,Supplies,1.744,1,-0.3488
7/25/2015,Philadelphia,East,Office Supplies,Binders,25.176,4,-18.4624
11/20/2015,Los Angeles,West,Office Supplies,Art,19.46,7,5.0596
4/28/2016,Denver,West,Office Supplies,Paper,29.472,3,9.9468
11/14/2017,New York City,East,Office Supplies,Binders,8.64,2,3.024
11-12-2016,Mesa,West,Office Supplies,Binders,6.27,5,-4.598
11-12-2016,Mesa,West,Office Supplies,Binders,4.368,7,-3.3488
11-12-2016,Mesa,West,Technology,Accessories,31.984,2,1.999
9/29/2016,Columbus,Central,Office Supplies,Art,40.88,7,10.6288
9/23/2017,Seattle,West,Office Supplies,Appliances,119.96,2,33.5888
9/23/2017,Seattle,West,Office Supplies,Storage,31.44,3,8.4888
9/23/2017,Seattle,West,Office Supplies,Binders,6.88,1,2.322
11/29/2015,Detroit,Central,Office Supplies,Paper,19.92,4,9.3624
11/29/2015,Detroit,Central,Furniture,Chairs,1106.91,9,121.7601
03-01-2016,Yonkers,East,Furniture,Tables,836.592,8,-264.9208
03-01-2016,Yonkers,East,Office Supplies,Paper,26.38,1,12.1348
03-01-2016,Yonkers,East,Office Supplies,Storage,362.92,2,105.2468
03-01-2016,Yonkers,East,Technology,Machines,4899.93,7,2400.9657
08-12-2016,Des Moines,Central,Office Supplies,Paper,6.48,1,3.1104
8/15/2016,Oakland,West,Technology,Phones,71.976,3,7.1976
8/15/2016,Oakland,West,Office Supplies,Labels,3.15,1,1.512
06-04-2017,Monroe,South,Furniture,Furnishings,31.984,2,1.999
06-04-2017,Monroe,South,Technology,Phones,71.984,2,25.1944
12-06-2015,San Diego,West,Office Supplies,Art,120.15,9,33.642
12-06-2015,San Diego,West,Technology,Phones,219.184,2,19.1786
12/27/2015,Clinton,East,Office Supplies,Paper,28.9,5,14.161
12/27/2015,Clinton,East,Office Supplies,Appliances,355.96,2,103.2284
1/21/2017,Charlotte,South,Office Supplies,Storage,348.208,7,30.4682
1/21/2017,Charlotte,South,Office Supplies,Binders,35.784,7,-28.6272
6/25/2014,Los Angeles,West,Furniture,Tables,447.84,5,11.196
6/14/2016,San Francisco,West,Office Supplies,Art,7.04,4,2.0416
6/14/2016,San Francisco,West,Furniture,Furnishings,8.73,3,4.1031
6/14/2016,San Francisco,West,Technology,Accessories,29.29,1,9.6657
6/14/2016,San Francisco,West,Office Supplies,Art,8.64,3,2.5056
4/21/2017,Houston,Central,Office Supplies,Binders,2.694,3,-4.7145
4/21/2017,Houston,Central,Office Supplies,Binders,2.934,3,-4.9878
10/21/2016,Riverside,West,Office Supplies,Paper,22.92,3,11.2308
11/19/2016,Houston,Central,Office Supplies,Storage,100.704,6,-16.3644
11/19/2016,Houston,Central,Furniture,Furnishings,2.328,2,-0.7566
11/19/2016,Houston,Central,Office Supplies,Binders,10.78,5,-17.248
11/19/2016,Houston,Central,Office Supplies,Fasteners,58.368,12,21.888
11/19/2016,Houston,Central,Office Supplies,Envelopes,40.968,3,13.8267
11/19/2016,Houston,Central,Technology,Phones,71.96,5,25.186
11/19/2016,Houston,Central,Office Supplies,Paper,10.368,2,3.6288
11/19/2016,Houston,Central,Office Supplies,Binders,1.192,2,-2.0264
12/18/2017,Encinitas,West,Office Supplies,Binders,46.672,2,16.3352
12/18/2017,Encinitas,West,Furniture,Bookcases,119.833,1,-12.6882
12/18/2017,Encinitas,West,Technology,Accessories,119.98,2,57.5904
7/22/2016,San Francisco,West,Office Supplies,Labels,6.3,2,3.024
09-04-2015,Roswell,South,Office Supplies,Paper,279.9,5,137.151
09-04-2015,Roswell,South,Technology,Accessories,619.95,5,111.591
09-04-2015,Roswell,South,Office Supplies,Paper,4.36,2,2.0492
09-04-2015,Roswell,South,Office Supplies,Envelopes,15.28,2,7.4872
1/20/2014,Jonesboro,South,Technology,Phones,699.93,7,181.9818
1/20/2014,Jonesboro,South,Office Supplies,Art,22.96,7,6.6584
1/20/2014,Jonesboro,South,Furniture,Furnishings,38.6,4,11.58
1/20/2014,Jonesboro,South,Office Supplies,Art,6.63,3,1.7901
1/20/2014,Jonesboro,South,Office Supplies,Envelopes,23.34,3,10.9698
1/20/2014,Jonesboro,South,Furniture,Chairs,1067.94,3,224.2674
03-02-2015,Richmond,Central,Office Supplies,Art,10.16,1,2.6416
03-02-2015,Richmond,Central,Office Supplies,Envelopes,101.88,6,50.94
04-12-2016,Springfield,South,Furniture,Tables,343.92,4,75.6624
04-12-2016,Springfield,South,Office Supplies,Paper,40.99,1,20.0851
04-12-2016,Springfield,South,Office Supplies,Envelopes,63.9,5,28.755
12-06-2016,Antioch,West,Office Supplies,Paper,19.44,3,9.3312
06-05-2016,Philadelphia,East,Office Supplies,Storage,124.608,4,-23.364
06-05-2016,Philadelphia,East,Office Supplies,Labels,7.56,3,2.646
12-11-2016,Homestead,South,Office Supplies,Storage,85.224,3,7.4571
11-12-2016,La Porte,Central,Office Supplies,Envelopes,287.52,8,129.384
11-12-2016,La Porte,Central,Office Supplies,Appliances,37.68,2,10.5504
11-12-2016,La Porte,Central,Office Supplies,Paper,19.98,2,8.991
11-12-2016,La Porte,Central,Office Supplies,Art,20.58,7,5.5566
11-12-2016,La Porte,Central,Office Supplies,Binders,17.38,2,8.69
9/29/2014,Los Angeles,West,Furniture,Furnishings,204.6,2,53.196
9/29/2014,Los Angeles,West,Office Supplies,Fasteners,8.72,4,2.8776
9/29/2014,Los Angeles,West,Office Supplies,Paper,6.48,1,3.1104
9/29/2014,Los Angeles,West,Technology,Machines,686.32,2,223.054
9/29/2014,Los Angeles,West,Office Supplies,Storage,62.18,1,16.7886
04-04-2015,Lansing,Central,Office Supplies,Appliances,644.076,2,107.346
04-04-2015,Lansing,Central,Office Supplies,Fasteners,5.84,2,2.628
04-04-2015,Lansing,Central,Office Supplies,Binders,12.76,2,5.8696
04-04-2015,Lansing,Central,Technology,Phones,10.95,1,0.438
04-04-2015,Lansing,Central,Technology,Copiers,599.98,2,209.993
05-08-2015,Cuyahoga Falls,East,Furniture,Furnishings,8.352,6,1.2528
12/31/2016,Reno,West,Office Supplies,Art,3.64,2,1.638
12/31/2016,Reno,West,Office Supplies,Binders,159.768,7,53.9217
12/20/2014,Harrisonburg,South,Office Supplies,Storage,122.48,2,0
12/20/2014,Harrisonburg,South,Furniture,Tables,2244.48,7,493.7856
12/20/2014,Harrisonburg,South,Office Supplies,Binders,62.31,3,29.2857
12/20/2014,Harrisonburg,South,Furniture,Tables,455.1,2,100.122
07-02-2016,Los Angeles,West,Furniture,Chairs,195.184,1,19.5184
6/29/2017,Minneapolis,Central,Office Supplies,Appliances,362.94,3,90.735
6/29/2017,Minneapolis,Central,Office Supplies,Binders,11.54,2,5.77
09-01-2014,Escondido,West,Office Supplies,Art,53.94,3,15.6426
03-03-2014,New York City,East,Technology,Phones,9.99,1,4.5954
03-03-2014,New York City,East,Office Supplies,Binders,125.76,3,40.872
03-03-2014,New York City,East,Office Supplies,Binders,25.32,5,9.1785
05-04-2014,Jackson,Central,Office Supplies,Binders,46.8,4,21.06
11-02-2015,Seattle,West,Technology,Accessories,447.93,9,49.2723
12-08-2017,New York City,East,Furniture,Furnishings,109.48,2,33.9388
12-08-2017,New York City,East,Office Supplies,Storage,272.94,3,0
12-08-2017,New York City,East,Office Supplies,Paper,19.44,3,9.3312
12-08-2017,New York City,East,Office Supplies,Storage,31.92,4,8.2992
03-10-2014,Royal Oak,Central,Office Supplies,Paper,22.38,2,10.7424
4/21/2014,Los Angeles,West,Office Supplies,Binders,16.52,5,5.5755
10/22/2015,Bloomington,Central,Office Supplies,Binders,5.176,4,-7.764
8/22/2015,New York City,East,Office Supplies,Binders,50.112,6,16.2864
8/29/2016,Concord,East,Office Supplies,Supplies,27.93,3,8.0997
12/27/2014,Los Angeles,West,Office Supplies,Labels,11.56,4,5.4332
12-01-2016,Rockville,East,Furniture,Chairs,172.5,2,51.75
12-01-2016,Rockville,East,Technology,Phones,179.97,3,44.9925
4/24/2016,Houston,Central,Technology,Accessories,258.696,3,64.674
6/21/2014,Lakewood,East,Technology,Phones,1322.93,7,357.1911
6/21/2014,Lakewood,East,Office Supplies,Art,3.76,2,1.0904
1/14/2017,Jacksonville,South,Office Supplies,Envelopes,21.744,1,7.3386
1/14/2017,Jacksonville,South,Technology,Phones,7.92,5,0.693
11/24/2014,Seattle,West,Office Supplies,Binders,12.096,7,4.2336
11/24/2014,Seattle,West,Office Supplies,Storage,485.88,6,9.7176
11/24/2014,Seattle,West,Office Supplies,Paper,25.92,4,12.4416
11/24/2014,Seattle,West,Office Supplies,Storage,197.58,2,53.3466
2/26/2017,Los Angeles,West,Office Supplies,Appliances,81.92,4,22.1184
2/26/2017,Los Angeles,West,Technology,Phones,889.536,8,66.7152
2/26/2017,Los Angeles,West,Furniture,Chairs,892.224,3,89.2224
2/26/2017,Los Angeles,West,Office Supplies,Paper,223.92,4,109.7208
2/26/2017,Los Angeles,West,Office Supplies,Paper,23.12,4,11.3288
9/15/2015,Coral Springs,South,Office Supplies,Paper,15.552,3,5.4432
9/15/2015,Coral Springs,South,Furniture,Furnishings,15.712,4,2.5532
9/15/2015,Coral Springs,South,Office Supplies,Storage,24.672,2,2.1588
9/15/2015,Coral Springs,South,Furniture,Furnishings,55.968,1,-2.0988
04-08-2016,Houston,Central,Technology,Accessories,431.928,9,64.7892
04-08-2016,Houston,Central,Furniture,Chairs,95.984,4,-4.1136
04-08-2016,Houston,Central,Office Supplies,Binders,1088.792,4,-1850.9464
7/18/2016,Denver,West,Furniture,Chairs,544.008,3,40.8006
7/18/2016,Denver,West,Office Supplies,Binders,1.872,3,-1.4352
7/18/2016,Denver,West,Furniture,Chairs,854.352,3,10.6794
7/18/2016,Denver,West,Office Supplies,Storage,593.568,2,0
7/18/2016,Denver,West,Office Supplies,Storage,338.04,3,-33.804
08-01-2017,Charlotte,South,Technology,Phones,271.96,5,16.9975
7/14/2016,New York City,East,Office Supplies,Storage,11.21,1,3.363
7/14/2016,New York City,East,Office Supplies,Binders,9.144,3,3.2004
7/14/2016,New York City,East,Office Supplies,Fasteners,14.07,7,6.8943
7/14/2016,New York City,East,Office Supplies,Art,41.86,7,10.465
7/14/2016,New York City,East,Office Supplies,Binders,8.544,2,2.8836
7/14/2016,New York City,East,Furniture,Bookcases,579.136,4,21.7176
09-09-2017,Philadelphia,East,Furniture,Chairs,141.372,2,-48.4704
09-09-2017,Philadelphia,East,Office Supplies,Binders,3.036,2,-2.3276
09-09-2017,Philadelphia,East,Office Supplies,Binders,4.503,1,-3.6024
09-09-2017,Philadelphia,East,Office Supplies,Art,4.672,1,1.5768
09-09-2017,Philadelphia,East,Technology,Accessories,95.88,3,28.764
09-09-2017,Philadelphia,East,Furniture,Furnishings,17.024,2,1.7024
09-09-2017,Philadelphia,East,Technology,Accessories,258.696,3,64.674
09-09-2017,Philadelphia,East,Technology,Phones,1931.958,7,-386.3916
07-12-2014,Los Angeles,West,Office Supplies,Storage,249.75,9,44.955
07-12-2014,Los Angeles,West,Technology,Phones,255.936,8,28.7928
12-04-2016,New York City,East,Furniture,Furnishings,113.79,3,20.4822
12-04-2016,New York City,East,Technology,Accessories,78.15,1,34.386
12-04-2016,New York City,East,Office Supplies,Binders,1.728,1,0.6048
12-04-2016,New York City,East,Office Supplies,Paper,40.56,4,19.8744
12-04-2016,New York City,East,Office Supplies,Storage,182.94,3,3.6588
12-04-2016,New York City,East,Office Supplies,Storage,193.86,2,11.6316
11-06-2017,Los Angeles,West,Office Supplies,Envelopes,15.28,2,7.4872
11-06-2017,Los Angeles,West,Furniture,Furnishings,8.73,1,2.9682
11-06-2017,Los Angeles,West,Office Supplies,Art,5.68,2,1.7608
10/31/2015,Buffalo,East,Office Supplies,Art,2.78,2,0.7228
10/31/2015,Buffalo,East,Office Supplies,Envelopes,79.96,2,35.982
5/30/2016,Cincinnati,East,Technology,Copiers,839.988,2,69.999
10/28/2016,Boynton Beach,South,Furniture,Furnishings,47.952,3,13.7862
10/28/2016,Boynton Beach,South,Office Supplies,Binders,37.425,5,-29.94
10/28/2016,Boynton Beach,South,Furniture,Furnishings,63.968,2,0
10/28/2016,Boynton Beach,South,Furniture,Furnishings,165.048,3,41.262
08-11-2014,Seattle,West,Furniture,Furnishings,12.35,1,5.434
08-11-2014,Seattle,West,Office Supplies,Art,40.97,1,10.6522
08-11-2014,Seattle,West,Office Supplies,Fasteners,22.96,2,10.7912
8/29/2016,New York City,East,Technology,Phones,22,4,5.5
2/15/2016,New York City,East,Office Supplies,Binders,398.352,3,124.485
2/15/2016,New York City,East,Office Supplies,Fasteners,8.72,4,3.5752
5/14/2017,Gulfport,South,Office Supplies,Envelopes,48.69,9,23.8581
12-12-2014,Fresno,West,Furniture,Tables,764.688,6,95.586
12-12-2014,Fresno,West,Furniture,Tables,3610.848,12,135.4068
12-12-2014,Fresno,West,Furniture,Bookcases,254.9745,3,11.9988
12/18/2017,New York City,East,Office Supplies,Art,38.82,6,17.469
12/18/2017,New York City,East,Furniture,Chairs,1141.938,9,139.5702
12/18/2017,New York City,East,Office Supplies,Appliances,1704.56,13,511.368
12/18/2017,New York City,East,Office Supplies,Art,3.2,2,1.376
07-04-2015,Milwaukee,Central,Technology,Phones,1099.96,4,285.9896
03-10-2017,Chester,East,Office Supplies,Art,5.248,2,0.5904
03-10-2017,Chester,East,Technology,Phones,35.91,3,-8.379
03-10-2017,Chester,East,Furniture,Furnishings,6.696,1,0.5022
03-10-2017,Chester,East,Furniture,Furnishings,43.872,2,11.5164
12/24/2016,Charlotte,South,Office Supplies,Binders,27.882,3,-20.4468
12/24/2016,Charlotte,South,Office Supplies,Storage,540.048,3,-47.2542
12/24/2016,Charlotte,South,Technology,Accessories,255.68,8,76.704
10/23/2017,Jacksonville,South,Technology,Phones,863.88,3,107.985
10/28/2016,Greenville,South,Office Supplies,Binders,17.616,4,-14.0928
07-07-2017,Long Beach,East,Office Supplies,Binders,17.472,3,6.3336
10-01-2016,La Porte,Central,Technology,Phones,69.9,2,18.873
10-01-2016,La Porte,Central,Furniture,Furnishings,41.85,5,10.881
09-02-2017,San Francisco,West,Office Supplies,Art,6.57,3,1.7739
12/24/2014,Los Angeles,West,Office Supplies,Storage,142.86,1,41.4294
12/24/2014,Los Angeles,West,Furniture,Chairs,292.272,6,18.267
9/23/2017,Louisville,West,Furniture,Furnishings,29.328,3,3.666
06-04-2017,Florence,South,Office Supplies,Paper,12.48,2,5.616
4/21/2016,Chicago,Central,Office Supplies,Storage,102.336,4,-12.792
4/21/2016,Chicago,Central,Office Supplies,Appliances,48.792,3,-126.8592
4/21/2016,Chicago,Central,Office Supplies,Binders,44.848,8,-67.272
5/26/2016,Fort Worth,Central,Office Supplies,Paper,10.368,2,3.6288
5/26/2016,Fort Worth,Central,Furniture,Chairs,388.43,5,-88.784
5/26/2016,Fort Worth,Central,Office Supplies,Paper,14.352,3,5.2026
5/26/2016,Fort Worth,Central,Technology,Accessories,63.992,1,-7.1991
05-02-2016,Houston,Central,Office Supplies,Art,86.352,3,5.397
09-08-2014,Macon,South,Technology,Accessories,32.97,3,12.8583
09-08-2014,Macon,South,Technology,Accessories,83.88,4,30.1968
09-05-2016,Cedar Rapids,Central,Technology,Phones,278.4,3,80.736
04-09-2017,Jacksonville,South,Office Supplies,Labels,15.12,3,4.914
04-09-2017,Jacksonville,South,Office Supplies,Binders,17.43,1,-13.363
04-09-2017,Jacksonville,South,Office Supplies,Paper,251.64,3,88.074
12-06-2015,Austin,Central,Office Supplies,Binders,2.772,7,-4.851
6/26/2016,Providence,East,Office Supplies,Storage,14.9,5,1.043
07-04-2015,New York City,East,Office Supplies,Art,15.48,3,4.4892
11/22/2016,New York City,East,Furniture,Furnishings,39.88,2,11.1664
11/22/2016,New York City,East,Office Supplies,Binders,12.192,4,4.1148
11/22/2016,New York City,East,Office Supplies,Art,20.82,3,7.4952
11-10-2016,San Francisco,West,Office Supplies,Binders,13.216,4,4.4604
11-10-2016,San Francisco,West,Office Supplies,Paper,32.4,5,15.552
8/27/2015,San Diego,West,Office Supplies,Supplies,32.94,3,9.2232
8/27/2015,San Diego,West,Office Supplies,Paper,114.2,5,52.532
8/27/2015,San Diego,West,Office Supplies,Labels,3.08,1,1.4784
5/25/2015,Pueblo,West,Office Supplies,Appliances,845.728,13,84.5728
12/30/2017,Fairfield,West,Office Supplies,Binders,13.904,2,4.5188
12/30/2017,Fairfield,West,Office Supplies,Binders,20.72,2,6.475
12-08-2016,Saint Paul,Central,Technology,Phones,114.95,5,2.299
10-04-2015,San Francisco,West,Office Supplies,Storage,26.96,2,7.0096
12/23/2016,Springfield,South,Furniture,Furnishings,572.76,6,166.1004
12/23/2016,Springfield,South,Furniture,Furnishings,286.38,3,83.0502
9/19/2015,Arlington,South,Furniture,Bookcases,61.96,2,4.3372
07-03-2017,Columbus,South,Furniture,Furnishings,23.99,1,5.5177
07-03-2017,Columbus,South,Technology,Phones,287.97,3,77.7519
7/14/2016,Houston,Central,Technology,Phones,419.944,7,52.493
6/20/2016,Pasadena,West,Office Supplies,Paper,46.76,7,22.4448
6/20/2016,Pasadena,West,Office Supplies,Binders,17.712,3,6.4206
6/20/2016,Pasadena,West,Office Supplies,Appliances,21.78,2,5.6628
6/20/2016,Pasadena,West,Office Supplies,Storage,161.94,3,9.7164
6/20/2016,Pasadena,West,Furniture,Chairs,161.568,2,-8.0784
12-09-2016,Lawrence,East,Office Supplies,Labels,3.69,1,1.7343
12-09-2016,Lawrence,East,Office Supplies,Labels,122.12,4,56.1752
9/24/2016,Columbus,East,Furniture,Chairs,155.372,2,-13.3176
12/18/2016,Los Angeles,West,Office Supplies,Paper,38.88,6,18.6624
12/18/2016,Los Angeles,West,Furniture,Furnishings,183.84,8,62.5056
12/18/2016,Los Angeles,West,Office Supplies,Supplies,579.3,5,28.965
12-10-2017,Philadelphia,East,Technology,Accessories,14.2,1,3.3725
07-01-2014,Deltona,South,Technology,Phones,575.92,2,71.99
07-01-2014,Deltona,South,Office Supplies,Binders,5.184,6,-3.6288
02-03-2017,Cincinnati,East,Office Supplies,Binders,5.229,3,-4.1832
02-03-2017,Cincinnati,East,Office Supplies,Storage,285.552,2,35.694
03-03-2017,Murray,South,Office Supplies,Appliances,72.8,5,19.656
10-09-2017,Wilmington,South,Office Supplies,Paper,10.816,4,3.5152
9/28/2014,Lawrence,East,Office Supplies,Storage,46.26,3,12.4902
5/27/2014,Chicago,Central,Office Supplies,Binders,17.46,6,-30.555
6/14/2015,Philadelphia,East,Furniture,Furnishings,51.072,6,5.1072
3/30/2016,Norwich,East,Office Supplies,Paper,11.34,1,5.5566
10/15/2017,San Francisco,West,Office Supplies,Art,87.92,4,26.376
5/23/2016,San Francisco,West,Furniture,Furnishings,37.05,3,16.302
06-02-2017,Lorain,East,Technology,Phones,2.97,1,-0.6435
06-02-2017,Lorain,East,Office Supplies,Storage,27.44,2,2.401
2/16/2014,Dallas,Central,Office Supplies,Binders,1.08,3,-1.728
2/16/2014,Dallas,Central,Office Supplies,Appliances,7.96,2,-13.93
05-06-2014,Los Angeles,West,Office Supplies,Binders,140.736,8,52.776
5/16/2016,Middletown,East,Office Supplies,Storage,552.56,4,0
04-02-2017,Los Angeles,West,Furniture,Furnishings,25.11,3,6.5286
3/31/2017,New York City,East,Furniture,Furnishings,29.78,2,8.0406
3/31/2017,New York City,East,Technology,Phones,677.58,3,176.1708
3/31/2017,New York City,East,Office Supplies,Paper,75.04,8,36.0192
01-02-2017,Jacksonville,South,Technology,Machines,695.7,2,-27.828
01-02-2017,Jacksonville,South,Office Supplies,Binders,15.66,5,-12.528
01-02-2017,Jacksonville,South,Office Supplies,Binders,28.854,6,-21.1596
5/28/2015,Freeport,East,Office Supplies,Art,47.82,3,14.346
5/28/2015,Freeport,East,Office Supplies,Labels,13.05,5,6.003
3/17/2014,Lakeville,Central,Office Supplies,Appliances,93.78,2,36.5742
3/17/2014,Lakeville,Central,Office Supplies,Paper,47.18,7,23.59
3/17/2014,Lakeville,Central,Office Supplies,Art,19.68,6,5.7072
3/17/2014,Lakeville,Central,Office Supplies,Binders,53.4,10,25.098
3/17/2014,Lakeville,Central,Office Supplies,Binders,35.88,6,17.2224
10-03-2014,Evanston,Central,Furniture,Chairs,258.279,3,-70.1043
3/28/2016,Arlington,South,Office Supplies,Storage,31.4,2,7.85
05-04-2017,San Francisco,West,Technology,Phones,183.96,5,20.6955
05-04-2017,San Francisco,West,Office Supplies,Paper,17.61,3,8.4528
05-04-2017,San Francisco,West,Furniture,Tables,300.904,1,11.2839
07-05-2014,Houston,Central,Office Supplies,Storage,220.776,3,-44.1552
07-05-2014,Houston,Central,Office Supplies,Storage,281.424,11,-35.178
05-05-2016,Louisville,South,Office Supplies,Paper,79.14,3,36.4044
4/26/2017,Fort Worth,Central,Furniture,Furnishings,1.988,1,-1.4413
9/26/2014,Los Angeles,West,Furniture,Chairs,145.568,2,0
10/19/2017,Philadelphia,East,Office Supplies,Art,123.256,7,9.2442
10/19/2017,Philadelphia,East,Office Supplies,Paper,23.68,4,7.4
10/19/2017,Philadelphia,East,Technology,Phones,309.576,4,-56.7556
11-10-2017,Tucson,West,Office Supplies,Binders,38.388,14,-25.592
11-10-2017,Tucson,West,Technology,Machines,95.994,2,-63.996
11-10-2017,Tucson,West,Technology,Accessories,239.952,6,-35.9928
11-10-2017,Tucson,West,Technology,Phones,201.584,2,15.1188
11-10-2017,Tucson,West,Furniture,Chairs,899.136,4,-146.1096
07-08-2017,Pico Rivera,West,Furniture,Furnishings,145.9,5,62.737
12/24/2015,Colorado Springs,West,Furniture,Bookcases,590.058,7,-786.744
12/24/2015,Colorado Springs,West,Office Supplies,Art,14.04,3,1.5795
03-07-2017,Clinton,East,Technology,Accessories,49.08,3,4.908
04-01-2014,Vallejo,West,Office Supplies,Labels,29.6,2,14.8
04-01-2014,Vallejo,West,Office Supplies,Binders,17.088,4,5.5536
9/14/2015,Provo,West,Furniture,Tables,912.75,5,118.6575
08-04-2014,Pleasant Grove,West,Office Supplies,Appliances,1089.75,3,305.13
08-04-2014,Pleasant Grove,West,Office Supplies,Paper,447.84,8,219.4416
08-04-2014,Pleasant Grove,West,Office Supplies,Art,16.4,5,4.264
08-04-2014,Pleasant Grove,West,Technology,Phones,399.96,5,34.9965
08-04-2014,Pleasant Grove,West,Office Supplies,Storage,158.9,5,7.945
08-04-2014,Pleasant Grove,West,Office Supplies,Binders,13.184,1,4.7792
09-03-2016,Aurora,Central,Furniture,Furnishings,83.952,3,-90.2484
02-05-2016,Smyrna,South,Office Supplies,Storage,80.98,1,1.6196
02-05-2016,Smyrna,South,Office Supplies,Paper,348.84,9,170.9316
02-05-2016,Smyrna,South,Office Supplies,Fasteners,9.45,5,0.189
02-05-2016,Smyrna,South,Furniture,Furnishings,18.84,3,7.1592
02-05-2016,Smyrna,South,Furniture,Bookcases,239.98,2,52.7956
02-05-2016,Smyrna,South,Office Supplies,Envelopes,167.96,2,78.9412
02-05-2016,Smyrna,South,Technology,Phones,104.85,3,28.3095
02-05-2016,Smyrna,South,Technology,Phones,484.83,3,126.0558
02-05-2016,Smyrna,South,Office Supplies,Paper,122.97,3,60.2553
02-05-2016,Smyrna,South,Office Supplies,Storage,154.44,3,1.5444
02-05-2016,Smyrna,South,Office Supplies,Paper,342.37,7,160.9139
07-03-2017,Burlington,South,Office Supplies,Art,9.552,3,1.5522
10-09-2017,Aurora,Central,Furniture,Tables,652.45,5,-430.617
10-09-2017,Aurora,Central,Furniture,Tables,66.645,3,-42.6528
11/24/2016,New York City,East,Office Supplies,Binders,17.216,4,6.0256
11/24/2016,New York City,East,Office Supplies,Paper,11.56,2,5.6644
11/24/2016,New York City,East,Technology,Accessories,88.4,4,11.492
11/24/2016,New York City,East,Office Supplies,Paper,6.48,1,3.1104
11-01-2016,Salem,South,Technology,Phones,21.8,2,6.104
11-01-2016,Salem,South,Office Supplies,Envelopes,251.79,3,118.3413
4/19/2016,Columbus,East,Furniture,Tables,205.176,2,-58.1332
4/19/2016,Columbus,East,Office Supplies,Paper,419.4,5,146.79
04-06-2014,Philadelphia,East,Office Supplies,Supplies,10.304,1,-2.1896
04-06-2014,Philadelphia,East,Furniture,Tables,154.764,3,-36.1116
04-06-2014,Philadelphia,East,Technology,Accessories,116.784,2,21.897
09-02-2016,New York City,East,Office Supplies,Art,75.48,2,19.6248
09-02-2016,New York City,East,Furniture,Furnishings,39.98,2,9.995
9/25/2016,Phoenix,West,Furniture,Tables,393.165,3,-204.4458
11-04-2017,Grand Prairie,Central,Office Supplies,Labels,23.68,2,8.88
07-09-2016,New York City,East,Furniture,Chairs,408.006,2,72.5344
07-09-2016,New York City,East,Furniture,Furnishings,165.28,4,14.8752
6/30/2014,New York City,East,Office Supplies,Binders,334.768,7,108.7996
1/28/2017,Costa Mesa,West,Technology,Accessories,239.97,3,26.3967
1/28/2017,Costa Mesa,West,Furniture,Furnishings,37.74,3,12.8316
9/21/2015,Houston,Central,Technology,Phones,946.344,7,118.293
9/21/2015,Houston,Central,Technology,Accessories,151.2,3,32.13
9/21/2015,Houston,Central,Furniture,Furnishings,4.928,4,-1.4784
9/26/2015,Mesa,West,Office Supplies,Paper,86.272,4,31.2736
